"","ID","group","triangle_area","Consistency","totLineCross","SynQuest","SynCons","SynSD","SynPermzs","SynLine"
"400",53432,"Syn",442.5,0.175807177357772,0.127133402995472,TRUE,TRUE,TRUE,TRUE,TRUE
"401",53461,"Syn",35.5,0.138086755409467,0.101764774178567,TRUE,TRUE,TRUE,TRUE,TRUE
"402",53494,"Syn",2611.5,0.0739221034731015,0.0970045280390108,TRUE,TRUE,TRUE,TRUE,TRUE
"403",53535,"Syn",102,0.382304770148464,0.127288207747978,FALSE,FALSE,TRUE,TRUE,TRUE
"404",53725,"Syn",21.5,0.119642042530295,0.105944502496227,TRUE,TRUE,TRUE,TRUE,TRUE
"405",53727,"Syn",501.5,0.201595943468982,0.0967916715043152,TRUE,TRUE,TRUE,TRUE,TRUE
"406",53730,"Syn",678,0.197531008567798,0.13226131042223,TRUE,TRUE,TRUE,TRUE,TRUE
"407",53732,"Syn",0,0.028041915838252,0.101551917643872,TRUE,TRUE,TRUE,TRUE,TRUE
"408",53745,"Syn",0,3.34352327777624e-05,0.924900344440574,TRUE,TRUE,FALSE,FALSE,FALSE
"409",53751,"Syn",5,0.0588620184783158,0.198150083207554,TRUE,TRUE,TRUE,TRUE,TRUE
"410",53759,"Syn",12,0.034930665344231,0.126785092302334,TRUE,TRUE,TRUE,TRUE,TRUE
"411",55397,"Syn",332,0.13181872605364,0.152385928247997,TRUE,TRUE,TRUE,TRUE,TRUE
"412",55459,"Syn",0,0.0351563429594726,0.136015325670498,TRUE,TRUE,TRUE,TRUE,TRUE
"413",55515,"Syn",913,0.0661808903445822,0.145671272108054,TRUE,TRUE,TRUE,TRUE,TRUE
"414",55774,"Syn",2.5,0.473666684173722,0.123824451410658,TRUE,FALSE,TRUE,TRUE,TRUE
"415",56173,"Syn",169.5,0.119705233255518,0.102925809822362,TRUE,TRUE,TRUE,TRUE,TRUE
"416",56211,"Syn",7080,0.60783496194682,0.904175858198847,TRUE,FALSE,TRUE,FALSE,FALSE
"417",59738,"Syn",26.5,0.12804166963216,0.118928751112659,TRUE,TRUE,TRUE,TRUE,TRUE
"418",59741,"Syn",46.5,0.113812510955851,0.178122218352103,TRUE,TRUE,TRUE,TRUE,TRUE
"419",59742,"Syn",163.5,0.118373895715964,0.0931150586323,TRUE,TRUE,TRUE,TRUE,TRUE
"420",59749,"Syn",830,0.115726572436956,0.182785711521344,TRUE,TRUE,TRUE,TRUE,TRUE
"421",59750,"Syn",21.5,0.0395817436498789,0.158713572506676,TRUE,TRUE,TRUE,TRUE,TRUE
"422",59752,"Syn",620.5,0.0855748632731874,0.136653895274585,TRUE,TRUE,TRUE,TRUE,TRUE
"423",59774,"Syn",5643.5,0.571230909860447,0.14988970161384,TRUE,FALSE,TRUE,TRUE,TRUE
"424",59778,"Syn",63.3798676999977,0.106475492977078,0.140543364681296,TRUE,TRUE,TRUE,TRUE,TRUE
"425",59780,"Syn",19.5,0.0246101130727444,0.176593521421108,TRUE,TRUE,TRUE,TRUE,TRUE
"426",59785,"Syn",105026.5,0.447964339609795,0.147528929138125,FALSE,FALSE,TRUE,TRUE,TRUE
"427",59791,"Syn",60.5,0.169820348687596,0.118773946360153,TRUE,TRUE,TRUE,TRUE,TRUE
"428",59798,"Syn",474,0.0448934869398228,0.159003831417624,TRUE,TRUE,TRUE,TRUE,TRUE
"429",59803,"Syn",39,1.34389461901918,0.152502031812377,TRUE,FALSE,TRUE,TRUE,TRUE
"430",59808,"Syn",114,0.095112574930112,0.156256047060645,TRUE,TRUE,TRUE,TRUE,TRUE
"431",59813,"Syn",20,0.0294029140682318,0.122953674677813,TRUE,TRUE,TRUE,TRUE,TRUE
"432",59817,"Syn",0,0,1.05596191803088,TRUE,TRUE,FALSE,FALSE,FALSE
"433",59820,"Syn",5,0.0654475152129817,0.13160339022408,TRUE,TRUE,TRUE,TRUE,TRUE
"434",59830,"Syn",48,0.21416145930554,0.127288207747978,TRUE,FALSE,TRUE,TRUE,TRUE
"435",59831,"Syn",1030.5,0.0326935600542873,0.118851348736406,TRUE,TRUE,TRUE,TRUE,TRUE
"436",59854,"Syn",11.5,1.04285579065737,0.147993343395642,FALSE,FALSE,TRUE,TRUE,TRUE
"437",60241,"Syn",5,0.0107886649554864,0.347807577692635,FALSE,TRUE,TRUE,TRUE,FALSE
"438",60242,"Syn",93.5,0.775087333784088,0.0859940400170285,FALSE,FALSE,TRUE,TRUE,TRUE
"439",60246,"Syn",22,0.629601040667441,0.211424590734936,TRUE,FALSE,TRUE,TRUE,FALSE
"440",60314,"Syn",142,0.0609858252116021,0.127133402995472,TRUE,TRUE,TRUE,TRUE,TRUE
"441",62624,"Syn",516,0.20157854814775,0.141123882503193,TRUE,TRUE,TRUE,TRUE,TRUE
"442",62777,"Syn",6,0.606545669117076,0.105518789426835,FALSE,FALSE,TRUE,TRUE,TRUE
"443",62784,"Syn",16,0.0817539549029968,0.118483687449205,FALSE,TRUE,TRUE,TRUE,TRUE
"444",62793,"Syn",741,0.0666402459753837,0.13082936646155,TRUE,TRUE,TRUE,TRUE,TRUE
"445",62797,"Syn",136,0.0540695508727118,0.148786717752235,TRUE,TRUE,TRUE,TRUE,TRUE
"446",62807,"Syn",60,0.0427633432380817,0.215023801230698,FALSE,TRUE,TRUE,TRUE,FALSE
"447",62811,"Syn",806,0.274099379458977,0.127791323193622,TRUE,FALSE,TRUE,TRUE,TRUE
"448",62812,"Syn",109,0.0863936027005177,0.163473818646232,TRUE,TRUE,TRUE,TRUE,TRUE
"449",62816,"Syn",2,0.0620771867139491,0.122740818143117,TRUE,TRUE,TRUE,TRUE,TRUE
"450",62848,"Syn",12,0.1044092377143,0.114594218042494,TRUE,TRUE,TRUE,TRUE,TRUE
"451",62868,"Syn",30,0.307449410138266,0.10536398467433,TRUE,FALSE,TRUE,TRUE,TRUE
"452",62874,"Syn",306.420135498047,0.112035257096373,0.140253105770347,TRUE,TRUE,TRUE,TRUE,TRUE
"453",62882,"Syn",212.432819201989,0.162723270217205,0.202639421030226,TRUE,TRUE,TRUE,TRUE,FALSE
"454",62886,"Syn",20,0.0665009281984807,0.114594218042494,TRUE,TRUE,TRUE,TRUE,TRUE
"455",62899,"Syn",203,0.999896227064126,0.209276674793916,TRUE,FALSE,TRUE,TRUE,FALSE
"456",62934,"Syn",373,0.119697076791033,0.123243933588761,TRUE,TRUE,TRUE,TRUE,TRUE
"457",62943,"Syn",139,0.0793482564393713,0.137602074383684,TRUE,TRUE,TRUE,TRUE,TRUE
"458",63028,"Syn",47,0.11037547362053,0.180773249738767,TRUE,TRUE,TRUE,TRUE,TRUE
"459",63127,"Syn",484,4.23361477109457,0.187952320136228,TRUE,FALSE,TRUE,TRUE,TRUE
